graph_name,pli_vertex,pli_density,pli_TRD_number,best_fitness_value,gap_relative(%),mean_fitness_value,std_fitness_value,pli_status
CAG_mat364.txt,364,0.15854,16.0,17,6.25,16.8,0.421637021355784,OPTIMAL
G10.txt,800,0.06,70.0,87,24.285714285714285,83.8,1.873795909674025,BEST FOUND
G1.txt,800,0.06,72.0,91,26.38888888888889,86.7,2.311805451253293,BEST FOUND
jgl009.txt,9,0.88889,3.0,3,0.0,3.0,0.0,OPTIMAL
rgg010.txt,10,1.0,3.0,3,0.0,3.0,0.0,OPTIMAL
jgl011.txt,11,0.89091,3.0,3,0.0,3.0,0.0,OPTIMAL
bcspwr01.txt,39,0.06208,30.0,31,3.333333333333333,30.2,0.4216370213557839,OPTIMAL
can___24.txt,24,0.24638,8.0,12,50.0,10.7,1.3374935098492586,OPTIMAL
bcspwr02.txt,49,0.05017,33.0,36,9.090909090909092,34.1,0.7378647873726221,OPTIMAL
ibm32.txt,32,0.18145,14.0,19,35.714285714285715,16.7,0.9486832980505135,OPTIMAL
pores_1.txt,30,0.23678,10.0,12,20.0,10.2,0.6324555320336759,OPTIMAL
can___62.txt,62,0.04125,44.0,48,9.090909090909092,46.6,0.9660917830792952,OPTIMAL
dwt___72.txt,72,0.02934,62.0,65,4.838709677419355,64.9,0.3162277660168389,OPTIMAL
fidap005.txt,27,0.35897,7.0,7,0.0,7.0,0.0,OPTIMAL
dwt___59.txt,59,0.06078,34.0,38,11.76470588235294,36.2,1.032795558988644,OPTIMAL
curtis54.txt,54,0.08665,23.0,23,0.0,23.0,0.0,OPTIMAL
will57.txt,57,0.07957,23.0,24,4.3478260869565215,23.1,0.3162277660168375,OPTIMAL
dwt___66.txt,66,0.05921,37.0,40,8.108108108108109,38.9,0.5676462121975471,OPTIMAL
bcsstk01.txt,48,0.15603,16.0,19,18.75,17.9,1.3703203194062976,OPTIMAL
can___73.txt,73,0.05784,32.0,34,6.25,33.1,0.3162277660168374,OPTIMAL
tub100.txt,100,0.0299,68.0,70,2.941176470588235,68.6,0.9660917830792948,BEST FOUND
bcspwr03.txt,118,0.02593,69.0,75,8.695652173913043,74.4,0.5163977794943178,OPTIMAL
olm100.txt,100,0.0398,50.0,51,2.0,50.1,0.316227766016839,OPTIMAL
impcol_b.txt,59,0.16423,18.0,23,27.77777777777778,22.2,0.7888106377466155,OPTIMAL
ash85.txt,85,0.06134,35.0,38,8.571428571428571,36.6,0.966091783079296,OPTIMAL
can___61.txt,61,0.13552,12.0,15,25.0,12.9,1.1972189997378648,OPTIMAL
dwt___87.txt,87,0.06068,38.0,40,5.263157894736842,39.9,0.3162277660168383,OPTIMAL
nos4.txt,100,0.0499,44.0,50,13.636363636363637,48.2,1.2292725943057183,OPTIMAL
rw136.txt,136,0.04063,59.0,64,8.47457627118644,62.9,1.2866839377079151,BEST FOUND
bcsstk03.txt,112,0.04247,56.0,56,0.0,56.0,0.0,BEST FOUND
gre__115.txt,115,0.04073,54.0,65,20.37037037037037,62.8,1.7511900715418267,OPTIMAL
impcol_c.txt,137,0.03778,52.0,60,15.384615384615383,56.9,1.1972189997378642,OPTIMAL
can___96.txt,96,0.07368,32.0,34,6.25,33.3,0.6749485577105535,OPTIMAL
steam3.txt,80,0.13418,20.0,21,5.0,20.4,0.5163977794943225,OPTIMAL
dwt__234.txt,234,0.011,148.0,154,4.054054054054054,151.6,1.3498971154210984,OPTIMAL
ck104.txt,104,0.0829,30.0,33,10.0,31.8,0.9189365834726816,OPTIMAL
nos1.txt,237,0.01395,159.0,161,1.257861635220126,159.6,0.9660917830792964,BEST FOUND
pde225.txt,225,0.01667,132.0,137,3.787878787878788,134.2,2.299758441421381,BEST FOUND
rdb200l.txt,200,0.02312,101.0,109,7.920792079207921,106.1,2.0789954839350235,BEST FOUND
rdb200.txt,200,0.02312,101.0,110,8.91089108910891,105.5,3.1710495984067424,BEST FOUND
dwt__162.txt,162,0.03911,59.0,69,16.94915254237288,64.8,1.813529401164727,OPTIMAL
will199.txt,199,0.0335,70.0,82,17.142857142857142,79.0,1.49071198499986,BEST FOUND
saylr1.txt,238,0.01578,144.0,145,0.6944444444444444,143.0,1.4907119849998625,BEST FOUND
can__144.txt,144,0.05594,30.0,36,20.0,34.2,1.0327955589886444,OPTIMAL
lop163.txt,163,0.04529,47.0,58,23.404255319148938,55.7,1.56702123647242,OPTIMAL
can__161.txt,161,0.0472,50.0,52,4.0,51.8,0.4216370213557833,BEST FOUND
dwt__198.txt,198,0.03061,74.0,81,9.45945945945946,79.3,1.1595018087284057,OPTIMAL
odep400a.txt,400,0.00504,398.0,398,0.0,398.0,0.0,BEST FOUND
gre__185.txt,185,0.03819,68.0,82,20.588235294117645,78.6,2.221110833194357,BEST FOUND
can__187.txt,187,0.03749,62.0,67,8.064516129032258,65.3,1.4181364924121764,BEST FOUND
dwt__245.txt,245,0.02034,119.0,131,10.084033613445378,127.0,1.763834207376393,OPTIMAL
gre_216a.txt,216,0.02842,84.0,91,8.333333333333332,88.2,1.8135294011647256,BEST FOUND
gre_216b.txt,216,0.02842,84.0,91,8.333333333333332,89.1,1.1005049346146123,BEST FOUND
fs_183_1.txt,183,0.04209,36.0,46,27.77777777777778,37.4,3.1340424729448424,OPTIMAL
fs_183_3.txt,183,0.04209,36.0,38,5.555555555555555,36.6,0.9660917830792964,OPTIMAL
fs_183_4.txt,183,0.04209,36.0,38,5.555555555555555,36.2,0.6324555320336754,OPTIMAL
fs_183_6.txt,183,0.04209,36.0,38,5.555555555555555,36.6,0.9660917830792954,OPTIMAL
dwt__221.txt,221,0.02896,75.0,86,14.666666666666666,83.5,1.35400640077266,BEST FOUND
bcspwr04.txt,274,0.01789,140.0,145,3.571428571428571,143.5,1.0801234497346437,OPTIMAL
nnc261.txt,261,0.0234,92.0,94,2.1739130434782608,93.0,1.0540925533894585,OPTIMAL
dwt__209.txt,209,0.03529,68.0,76,11.76470588235294,73.1,1.1972189997378664,BEST FOUND
can__229.txt,229,0.02965,78.0,93,19.230769230769237,88.6,2.170509412813297,OPTIMAL
lshp_265.txt,265,0.02127,123.0,132,7.317073170731707,127.8,2.201009869229224,BEST FOUND
bcspwr05.txt,443,0.00603,293.0,313,6.825938566552901,309.9,2.233582075700117,OPTIMAL
impcol_e.txt,225,0.0471,44.0,47,6.8181818181818175,46.2,0.4216370213557838,OPTIMAL
ash292.txt,292,0.02255,102.0,115,12.745098039215684,111.4,2.11869981094276,BEST FOUND
lund_b.txt,147,0.10689,30.0,34,13.333333333333334,31.9,1.370320319406299,BEST FOUND
lund_a.txt,147,0.10726,30.0,32,6.666666666666667,31.3,0.8232726023485646,BEST FOUND
impcol_d.txt,425,0.01406,136.0,158,16.176470588235293,152.6,3.806427312965381,OPTIMAL
dwt__310.txt,310,0.02232,108.0,110,1.851851851851852,108.5,1.0801234497346406,BEST FOUND
rw496.txt,496,0.01159,235.0,235,0.0,230.1,2.643650674519782,BEST FOUND
gre__343.txt,343,0.01862,131.0,141,7.633587786259542,137.4,2.22111083319436,BEST FOUND
olm500.txt,500,0.00799,253.0,251,-0.7905138339920948,250.2,0.4216370213557856,BEST FOUND
rdb450.txt,450,0.01054,238.0,237,-0.4201680672268907,233.8,2.740640638812596,BEST FOUND
tols90.txt,90,0.3618,3.0,3,0.0,3.0,0.0,OPTIMAL
lshp_406.txt,406,0.01405,196.0,196,0.0,190.7,2.3593784492248515,BEST FOUND
662_bus.txt,662,0.00414,423.0,455,7.5650118203309695,451.4,2.06559111797729,OPTIMAL
can__256.txt,256,0.04075,32.0,45,40.625,43.0,1.2472191289246468,OPTIMAL
ck400.txt,400,0.01559,202.0,212,4.950495049504951,210.6,1.2649110640673509,BEST FOUND
dwt__361.txt,361,0.01994,129.0,136,5.426356589147287,130.8,2.149935399546277,BEST FOUND
shl____0.txt,663,0.00766,207.0,248,19.806763285024157,237.7,6.18331087147762,OPTIMAL
shl__400.txt,663,0.00779,197.0,249,26.39593908629442,246.1,2.282785822435189,OPTIMAL
qh768.txt,768,0.00449,428.0,463,8.177570093457943,461.2,1.3984117975602062,OPTIMAL
dwt__346.txt,346,0.02413,127.0,141,11.023622047244094,138.5,1.4337208778404351,BEST FOUND
dwt__492.txt,492,0.01103,198.0,217,9.595959595959595,215.2,0.9189365834726808,BEST FOUND
dwt__193.txt,193,0.08905,27.0,33,22.22222222222222,32.0,0.6666666666666665,OPTIMAL
mcca.txt,180,0.10428,93.0,93,0.0,93.0,0.0,OPTIMAL
bcsstk04.txt,132,0.20333,16.0,19,18.75,17.1,1.1972189997378646,OPTIMAL
tols340.txt,340,0.02861,153.0,153,0.0,153.0,0.0,OPTIMAL
nos6.txt,675,0.00567,409.0,422,3.1784841075794623,413.2,3.6757463338907206,BEST FOUND
dwt__419.txt,419,0.01795,127.0,146,14.960629921259844,141.7,2.311805451253296,BEST FOUND
steam1.txt,240,0.0614,39.0,59,51.28205128205128,52.5,3.92286743197994,BEST FOUND
fs_680_1.txt,680,0.00634,322.0,322,0.0,322.0,0.0,OPTIMAL
fs_680_2.txt,680,0.00634,322.0,322,0.0,322.0,0.0,OPTIMAL
fs_680_3.txt,680,0.00634,322.0,322,0.0,322.0,0.0,OPTIMAL
gre__512.txt,512,0.01284,194.0,206,6.185567010309279,202.0,1.8257418583505536,BEST FOUND
bcsstk02.txt,66,1.0,3.0,3,0.0,3.0,0.0,OPTIMAL
ck656.txt,656,0.00758,407.0,419,2.9484029484029484,417.0,1.0540925533894625,BEST FOUND
fidap001.txt,216,0.08953,24.0,28,16.666666666666664,26.6,0.9660917830792962,OPTIMAL
pores_3.txt,532,0.0131,238.0,240,0.8403361344537815,237.9,1.3703203194062974,BEST FOUND
str____0.txt,363,0.03723,115.0,135,17.391304347826086,129.0,3.887301263230211,OPTIMAL
young1c.txt,841,0.0046,496.0,528,6.451612903225806,522.2,3.489667287547311,BEST FOUND
young2c.txt,841,0.0046,496.0,525,5.846774193548387,521.3,3.334999583541526,BEST FOUND
utm300.txt,300,0.04885,67.0,81,20.8955223880597,78.7,1.1595018087284066,OPTIMAL
young3c.txt,841,0.00473,493.0,512,3.8539553752535496,508.1,2.7668674625929515,BEST FOUND
nos2.txt,957,0.00348,656.0,664,1.2195121951219512,659.3,2.7100635498903896,BEST FOUND
nnc666.txt,666,0.0097,203.0,208,2.4630541871921183,207.1,0.3162277660168391,BEST FOUND
hor__131.txt,434,0.02275,118.0,136,15.254237288135592,132.8,1.9888578520235072,BEST FOUND
nos7.txt,729,0.00733,355.0,374,5.352112676056338,367.5,4.27525177946022,BEST FOUND
nos5.txt,468,0.02152,135.0,152,12.592592592592592,149.3,2.002775851439968,BEST FOUND
cdde1.txt,961,0.00403,562.0,608,8.185053380782918,601.2,3.5213633723317765,BEST FOUND
cdde2.txt,961,0.00403,562.0,606,7.829181494661921,598.9,4.357624225296268,BEST FOUND
cdde3.txt,961,0.00403,562.0,606,7.829181494661921,601.5,3.3747427885527457,BEST FOUND
cdde4.txt,961,0.00403,562.0,609,8.362989323843415,599.4,4.926120853842977,BEST FOUND
cdde5.txt,961,0.00403,562.0,608,8.185053380782918,599.6,6.915361322607969,BEST FOUND
cdde6.txt,961,0.00403,562.0,608,8.185053380782918,600.9,3.8715486421959233,BEST FOUND
fs_541_1.txt,541,0.01688,3.0,3,0.0,3.0,0.0,OPTIMAL
fs_541_2.txt,541,0.01688,3.0,3,0.0,3.0,0.0,OPTIMAL
fs_541_3.txt,541,0.01688,3.0,3,0.0,3.0,0.0,OPTIMAL
fs_541_4.txt,541,0.01688,3.0,3,0.0,3.0,0.0,OPTIMAL
e05r0000.txt,236,0.10267,18.0,19,5.555555555555555,18.1,0.3162277660168376,OPTIMAL
e05r0100.txt,236,0.10267,18.0,19,5.555555555555555,18.1,0.3162277660168379,OPTIMAL
e05r0200.txt,236,0.10267,18.0,19,5.555555555555555,18.1,0.316227766016838,OPTIMAL
e05r0300.txt,236,0.10267,18.0,20,11.11111111111111,18.2,0.6324555320336757,OPTIMAL
e05r0400.txt,236,0.10267,18.0,18,0.0,18.0,0.0,OPTIMAL
str__200.txt,363,0.04641,98.0,123,25.51020408163265,116.8,3.0840089349921005,OPTIMAL
plat362.txt,362,0.04151,63.0,74,17.46031746031746,72.2,1.0327955589886435,BEST FOUND
str__400.txt,363,0.04755,98.0,120,22.448979591836736,117.5,1.7159383568311644,OPTIMAL
bp_____0.txt,822,0.00966,246.0,289,17.479674796747968,285.3,3.334999583541538,OPTIMAL
dwt__503.txt,503,0.02188,127.0,143,12.598425196850393,140.4,1.955050439815356,BEST FOUND
bcspwr06.txt,1454,0.00182,950.0,1030,8.421052631578947,1023.0,3.399346342395196,BEST FOUND
jagmesh1.txt,936,0.00609,463.0,460,-0.6479481641468683,454.8,2.8596814119369647,BEST FOUND
bcspwr07.txt,1612,0.00162,1048.0,1135,8.301526717557252,1131.3,2.6267851073127417,OPTIMAL
bp___200.txt,822,0.01123,211.0,265,25.59241706161137,259.3,3.5605867181937483,OPTIMAL
jagmesh2.txt,1009,0.00576,494.0,490,-0.8097165991902834,485.5,3.5355339059327373,BEST FOUND
lshp1009.txt,1009,0.00576,494.0,492,-0.4048582995951417,486.5,3.1001792062897104,BEST FOUND
orsirr_1.txt,1030,0.0055,466.0,483,3.648068669527897,476.8,3.8528488738133273,BEST FOUND
bp___400.txt,822,0.0119,203.0,255,25.615763546798032,249.8,3.645392830531284,OPTIMAL
dwt__918.txt,918,0.00768,305.0,316,3.606557377049181,310.2,2.740640638812594,BEST FOUND
fs_760_1.txt,760,0.0122,173.0,279,61.27167630057804,272.8,3.675746333890717,BEST FOUND
fs_760_2.txt,760,0.0122,173.0,276,59.53757225433526,271.2,4.491968140779469,BEST FOUND
jagmesh8.txt,1141,0.00486,572.0,578,1.048951048951049,573.0,2.7888667551136024,BEST FOUND
gr_30_30.txt,900,0.00846,315.0,321,1.9047619047619049,318.2,1.8737959096740209,BEST FOUND
cavity01.txt,317,0.08459,18.0,19,5.555555555555555,19.0,0.0,OPTIMAL
cavity02.txt,317,0.08459,18.0,20,11.11111111111111,19.2,0.4216370213557835,OPTIMAL
cavity03.txt,317,0.08459,18.0,20,11.11111111111111,19.1,0.3162277660168379,OPTIMAL
cavity04.txt,317,0.08459,18.0,19,5.555555555555555,19.0,0.0,OPTIMAL
gre_1107.txt,1107,0.00744,404.0,471,16.584158415841586,463.5,3.3747427885527665,BEST FOUND
watt__1.txt,1856,0.0028,968.0,1078,11.363636363636363,1068.3,6.074537019394976,BEST FOUND
pores_2.txt,1224,0.00778,271.0,321,18.45018450184502,316.2,3.552776691859792,BEST FOUND
steam2.txt,600,0.03662,77.0,95,23.37662337662337,91.7,3.093002855909879,BEST FOUND
mahindas.txt,1258,0.0095,461.0,545,18.22125813449024,540.5,3.503966006938104,BEST FOUND
nos3.txt,960,0.01617,174.0,175,0.5747126436781609,172.7,1.9465068427541905,BEST FOUND
dwt__992.txt,992,0.01602,175.0,173,-1.1428571428571428,169.3,2.0575065816014573,BEST FOUND
add20.txt,2395,0.0026,790.0,1674,111.8987341772152,1636.5,28.348035401260343,OPTIMAL
eris1176.txt,1176,0.01257,552.0,586,6.159420289855073,576.9,4.931756504757916,BEST FOUND
fidapm02.txt,537,0.06498,41.0,46,12.195121951219512,43.3,1.702938636592639,OPTIMAL
qc324.txt,324,0.25232,8.0,8,0.0,8.0,0.0,OPTIMAL
fidap002.txt,441,0.136,14.0,14,0.0,14.0,0.0,OPTIMAL
mcfe.txt,765,0.05255,92.0,95,3.260869565217391,93.3,0.8232726023485633,OPTIMAL
rbs480b.txt,480,0.14266,16.0,26,62.5,23.6,2.0655911179772883,OPTIMAL
rbs480a.txt,480,0.14273,16.0,24,50.0,22.2,0.6324555320336759,OPTIMAL
fidap004.txt,1601,0.01198,175.0,196,12.0,192.6,2.7162065049951147,BEST FOUND
fidap024.txt,2283,0.00892,240.0,241,0.4166666666666667,236.6,1.9550504398153583,BEST FOUND
fidapm03.txt,2532,0.00747,292.0,320,9.58904109589041,315.7,3.3349995835415367,BEST FOUND
fidap003.txt,1821,0.01534,148.0,157,6.081081081081082,153.6,2.170509412813296,BEST FOUND
fidapm10.txt,3046,0.00548,400.0,450,12.5,440.7,6.056218108504504,BEST FOUND
fidap014.txt,3251,0.006,363.0,407,12.12121212121212,400.2,3.8239014399200006,BEST FOUND
mbeause.txt,492,0.29978,4.0,4,0.0,4.0,0.0,OPTIMAL
fidap013.txt,2568,0.01108,203.0,214,5.41871921182266,210.4,1.9550504398153563,BEST FOUND
fidap028.txt,2603,0.01108,156.0,162,3.8461538461538463,160.3,1.6363916944844794,BEST FOUND
fidap012.txt,3973,0.00483,467.0,521,11.563169164882227,518.1,2.1317702607092657,BEST FOUND
mbeacxc.txt,487,0.35225,4.0,4,0.0,4.0,0.0,OPTIMAL
mbeaflw.txt,487,0.35225,4.0,4,0.0,4.0,0.0,OPTIMAL
fidap031.txt,3909,0.00729,366.0,395,7.923497267759563,392.1,1.523883926754995,BEST FOUND
psmigr_1.txt,3140,0.08335,28.0,64,128.57142857142858,61.9,1.66332999331662,OPTIMAL
cubic_100.txt,100,0.0303,70.0,76,8.571428571428571,74.2,1.135292424395093,BEST FOUND
cubic_200.txt,200,0.01508,153.0,151,-1.30718954248366,148.5,1.354006400772653,BEST FOUND
cubic_300.txt,300,0.01003,232.0,227,-2.155172413793104,224.3,1.8287822299126983,BEST FOUND
cubic_400.txt,400,0.00752,311.0,304,-2.2508038585209005,301.4,1.505545305418163,BEST FOUND
cubic_500.txt,500,0.00601,402.0,379,-5.721393034825871,376.8,2.299758441421368,BEST FOUND
cubic_600.txt,600,0.00501,486.0,458,-5.761316872427984,453.6,2.7162065049951094,BEST FOUND
cubic_700.txt,700,0.00429,562.0,535,-4.804270462633451,530.7,2.6687491868330824,BEST FOUND
cubic_800.txt,800,0.00375,647.0,621,-4.01854714064915,615.6,4.087922591134922,BEST FOUND
cubic_900.txt,900,0.00334,716.0,703,-1.8156424581005588,696.9,3.5730472522297854,BEST FOUND
cubic_1000.txt,1000,0.003,804.0,787,-2.1144278606965177,779.5,4.0345728123034,BEST FOUND
cubic_1100.txt,1100,0.00273,896.0,869,-3.013392857142857,863.7,4.056544780420343,BEST FOUND
cubic_1200.txt,1200,0.0025,976.0,952,-2.459016393442623,947.9,2.6436506745197725,BEST FOUND
cubic_1300.txt,1300,0.00231,1047.0,1029,-1.7191977077363898,1022.5,4.301162633521305,BEST FOUND
cubic_1400.txt,1400,0.00214,1152.0,1107,-3.90625,1101.5,4.116363011742838,BEST FOUND
cubic_1500.txt,1500,0.002,1210.0,1197,-1.0743801652892562,1188.7,3.497618237219928,BEST FOUND
cubic_1600.txt,1600,0.00188,1275.0,1279,0.3137254901960784,1272.7,5.578729445153474,BEST FOUND
cubic_1700.txt,1700,0.00177,1392.0,1348,-3.160919540229885,1344.2,3.359894178227784,BEST FOUND
cubic_1800.txt,1800,0.00167,1447.0,1443,-0.27643400138217,1436.2,5.050852513300223,BEST FOUND
cubic_1900.txt,1900,0.00158,1560.0,1529,-1.987179487179487,1522.5,4.836206042848977,BEST FOUND
cubic_2000.txt,2000,0.0015,1618.0,1600,-1.112484548825711,1592.5,4.478342947514789,BEST FOUND
cubic_2100.txt,2100,0.00143,1720.0,1691,-1.686046511627907,1681.8,4.894441291460725,BEST FOUND
cubic_2200.txt,2200,0.00136,1789.0,1768,-1.173840134153158,1763.8,2.973961069759391,BEST FOUND
cubic_2300.txt,2300,0.0013,1863.0,1853,-0.5367686527106817,1849.3,2.8303906287138365,BEST FOUND
cubic_2400.txt,2400,0.00125,1982.0,1944,-1.917255297679112,1936.3,4.620004810002336,BEST FOUND
cubic_2500.txt,2500,0.0012,2069.0,2022,-2.2716288061865635,2004.7,6.532823109328618,BEST FOUND
cubic_2600.txt,2600,0.00115,2113.0,2115,0.0946521533364884,2108.4,4.695151163109078,BEST FOUND
cubic_2700.txt,2700,0.00111,2216.0,2181,-1.57942238267148,2175.3,3.622460796505929,BEST FOUND
cubic_2800.txt,2800,0.00107,2304.0,2269,-1.519097222222222,2260.3,6.377913277693353,BEST FOUND
cubic_2900.txt,2900,0.00103,2381.0,2350,-1.3019739605207896,2344.0,4.47213595499963,BEST FOUND
cubic_3000.txt,3000,0.001,2471.0,2451,-0.8093889113719142,2443.9,4.998888765404687,BEST FOUND
johnson8-2-4.txt,28,0.55556,6.0,7,16.666666666666664,6.1,0.3162277660168379,OPTIMAL
hamming6-4.txt,64,0.34921,8.0,12,50.0,9.0,1.414213562373095,OPTIMAL
MANN-a9.txt,45,0.92727,4.0,4,0.0,4.0,0.0,OPTIMAL
c-fat200-1.txt,200,0.07709,37.0,37,0.0,37.0,0.0,BEST FOUND
hamming6-2.txt,64,0.90476,4.0,4,0.0,4.0,0.0,OPTIMAL
johnson8-4-4.txt,70,0.76812,4.0,4,0.0,4.0,0.0,OPTIMAL
c-fat200-2.txt,200,0.16256,18.0,18,0.0,18.0,0.0,BEST FOUND
c-fat500-1.txt,500,0.03574,80.0,80,0.0,80.0,0.0,BEST FOUND
johnson16-2-4.txt,120,0.76471,6.0,7,16.666666666666664,6.2,0.4216370213557841,OPTIMAL
C125-9.txt,125,0.89845,4.0,4,0.0,4.0,0.0,OPTIMAL
c-fat200-5.txt,200,0.42578,7.0,7,0.0,7.0,0.0,OPTIMAL
c-fat500-2.txt,500,0.07326,40.0,40,0.0,40.0,0.0,BEST FOUND
keller4.txt,171,0.64912,4.0,4,0.0,4.0,0.0,OPTIMAL
brock200-2.txt,200,0.49628,8.0,10,25.0,10.0,0.0,BEST FOUND
brock200-3.txt,200,0.60543,6.0,10,66.66666666666666,9.5,0.5270462766947305,OPTIMAL
brock200-4.txt,200,0.65774,6.0,8,33.33333333333333,7.5,0.8498365855987974,OPTIMAL
sanr200-0-7.txt,200,0.69688,6.0,7,16.666666666666664,6.8,0.421637021355784,OPTIMAL
